successors,True,Bank_of_Carthage_(Missouri)
supportAct,True,Take_That_Presents:_The_Circus_Live
symbol,False,AAPL
symbolism,True,the Chained Woman
ta,False,center
talk,True,Fluorine for Dental Care?
target,True,Acquisition_of_Activision_Blizzard_by_Microsoft
team,True,Williams_FW32
team2Abbrev,False,2017_ATP_Finals
teams,True,* Birmingham Barons 
technicalServiceProvider,True,Norpipe
teleplay,True,Christopher_(The_Sopranos)
television,True,Women of the Movement
termEnd,True,2022-06-30
termPeriod,True,Manny_Pacquiao__Tenure__4
termStart,True,2018-09-18
text,False,"We provide customer data only when we receive a legally binding order or subpoena to do so and never on a voluntary basis. In addition we only ever comply with orders for requests about specific accounts or identifiers. If the government has a broader voluntary national security program to gather customer data we don't participate in it."
thFuelPrimary,True,Taleghan_solar_hydrogen_energy_system
thTechnology,False,RockGen_Energy_Center
theme,True,Spiceworld:_The_Exhibition
themeMusicComposer,True,Dan_Dare:_Pilot_of_the_Future_(TV_series)
thirdTeam,True,1973_New_Zealand_Grand_Prix
throws,True,Right
thumbnail,False,Apple_logo_black.svg?width=300
title,True,Mike_Markkula
titleSponsor,True,2010_Cotton_Bowl_Classic
titlebar,False,#DDD
titlestyle,False,background:white;
toggle,False,left
topGoalScorer,True,2010–11_Copa_del_Rey
topGoalscorer,True,La_Liga
topPick,True,2003–04_NBA_season
topScorer,True,Real_Madrid_CF_in_international_football
torchLighter,True,2019_Southeast_Asian_Games
total,True,50
totalLength,True,3613.0
totalWidth,False,250
tour,True,PGA_Tour
tractionmotors,False,ALCO_300
tradeName,True,Microsoft
tradedAs,False,NASDAQ:AAPL
tradingName,True,Alphabet
treatment,True,Long_QT_syndrome
turnedpro,True,1998
tv,True,Major_League_Soccer
tvstation,True,2021_UTEP_Miners_football_team
type,True,MacInTouch
u,False,m2
url,False,www.target.com
urlStatus,False,live
username,False,kanyewest
usopen,False,Won: 2000 2002 2008
usopendoublesresult,True,3.0
usopenresult,True,W
v,False,Portal: Microsoft
vSearch,False,Hydrogen atom
value,False,8000000
valves,True,Cosworth_GMA
video,False,Gregg Alton of Gilead Sciences & others "The Evolution of HIV/AIDS Therapies: A Conversation" 2012 Chemical Heritage Foundation via Vimeo
videoFormat,False,CBOYSTV
voice,True,Bruno_the_Kid
voices,True,Bruno_the_Kid
volume,True,15
volumeNote,True,La_France_(airship)
votes,True,214969
voy,False,Cupertino
w,False,70.0
weapons,True,2014_Kafr_Zita_chemical_attack
website,False,www.apple.com
weight,True,253
weightLb,True,212
weightLbs,True,216
wghofid,True,tiger-woods
wghofyear,True,2021
wgs84_pos#geometry,False,POINT(-122.00900268555 37.334899902344)
wgs84_pos#lat,False,37.33489990234375
wgs84_pos#long,False,-122.0090026855469
width,False,30.0
wikiPageDisambiguates,False,I_(disambiguation)
wikiPageInterLanguageLink,False,کوپرنیشیئم
wikiPageLength,False,295591
wikt,False,no
wiktSearch,False,hydrogen
wimbledondoublesresult,True,QF
wimbledonresult,True,W
winner,True,United Nationalist Alliance
wins,True,50
winsAtAsia,False,List_of_career_achievements_by_Tiger_Woods
winsAtAus,False,List_of_career_achievements_by_Tiger_Woods
winsAtJapan,False,List_of_career_achievements_by_Tiger_Woods
winsAtOtherTournaments,False,List_of_career_achievements_by_Tiger_Woods
winsAtPGA,False,List_of_career_achievements_by_Tiger_Woods
winsAtProTournaments,False,List_of_career_achievements_by_Tiger_Woods
winsInEurope,False,List_of_career_achievements_by_Tiger_Woods
with,False,details of optical properties
won,True,369
wordOrigin,True,List_of_chemical_element_name_etymologies
wordnet_type,False,synset-web_site-noun-1
workInstitution,True,Zoltan_Hajos
workInstitutions,True,Steve_Scott_(computer_architect)
workplaces,True,Ramanathan_V._Guha
works,True,videography
writer,False,Window_Shopper__Window_Shopper__1
writers,False,List_of_songs_recorded_by_Justin_Timberlake
wstitle,False,Aquila
x,False,9223372036854775807
xaxistitle,False,year
y,False,50.5
y1title,False,turn-over
yahoo,False,AAPL
yaxismin,False,0
yaxistitle,False,$ billion
year,False,9223372036854775807
yearpro,True,1996
years,True,--06-08
yearsActive,True,–present
youngestScorerPlayer,True,2006_FIFA_World_Cup_statistics
youthclubs,True,Sporting_CP_Youth_Academy
youthyears,True,1997
